run_id,seed,scenario_id,replicate_id,scenario_seed,algorithm_seed,algorithm,iteration,fitness
1,684064704,1,1,684064704,1921995125,RDHO,0,1.2267445027743724
1,684064704,1,1,684064704,1921995125,RDHO,1,1.2267445027743724
1,684064704,1,1,684064704,1921995125,RDHO,2,1.2267445027743724
1,684064704,1,1,684064704,1921995125,RDHO,3,1.2219885162413937
1,684064704,1,1,684064704,1921995125,RDHO,4,1.2219885162413937
1,684064704,1,1,684064704,1921995125,RDHO,5,1.2219885162413937
1,684064704,1,1,684064704,1921995125,RDHO,6,1.2219885162413937
1,684064704,1,1,684064704,1921995125,RDHO,7,1.2219885162413937
1,684064704,1,1,684064704,1921995125,RDHO,8,1.2219885162413937
1,684064704,1,1,684064704,1921995125,RDHO,9,1.2214588838231144
1,684064704,1,1,684064704,1921995125,RDHO,10,1.2214588838231144
1,684064704,1,1,684064704,1921995125,RDHO,11,1.2214588838231144
1,684064704,1,1,684064704,1921995125,RDHO,12,1.2214588838231144
1,684064704,1,1,684064704,1921995125,RDHO,13,1.2214588838231144
1,684064704,1,1,684064704,1921995125,RDHO,14,1.2214588838231144
1,684064704,1,1,684064704,1921995125,RDHO,15,1.2189277236170966
1,684064704,1,1,684064704,1921995125,RDHO,16,1.2100401045194462
1,684064704,1,1,684064704,1921995125,RDHO,17,1.2091663986620071
1,684064704,1,1,684064704,1921995125,RDHO,18,1.1999800968404533
1,684064704,1,1,684064704,1921995125,RDHO,19,1.1999800968404533
1,684064704,1,1,684064704,1921995125,RDHO,20,1.173009859521714
1,684064704,1,1,684064704,1921995125,RDHO,21,1.1729548766125921
1,684064704,1,1,684064704,1921995125,RDHO,22,1.1729548766125921
1,684064704,1,1,684064704,1921995125,RDHO,23,1.1717892967019718
1,684064704,1,1,684064704,1921995125,RDHO,24,1.1717892967019718
1,684064704,1,1,684064704,1921995125,RDHO,25,1.1717892967019718
1,684064704,1,1,684064704,1921995125,RDHO,26,1.1717892967019718
1,684064704,1,1,684064704,1921995125,RDHO,27,1.1717892967019718
1,684064704,1,1,684064704,1921995125,RDHO,28,1.1658670622775347
1,684064704,1,1,684064704,1921995125,RDHO,29,1.1643890497127312
1,684064704,1,1,684064704,1921995125,RDHO,30,1.153836220824199
1,684064704,1,1,684064704,1921995125,RDHO,31,1.153836220824199
1,684064704,1,1,684064704,1921995125,RDHO,32,1.1527484448814003
1,684064704,1,1,684064704,1921995125,RDHO,33,1.1486226312371481
1,684064704,1,1,684064704,1921995125,RDHO,34,1.1484928035461337
1,684064704,1,1,684064704,1921995125,RDHO,35,1.1484928035461337
1,684064704,1,1,684064704,1921995125,RDHO,36,1.1470328163138674
1,684064704,1,1,684064704,1921995125,RDHO,37,1.1470328163138674
1,684064704,1,1,684064704,1921995125,RDHO,38,1.1465502215670218
1,684064704,1,1,684064704,1921995125,RDHO,39,1.1465502215670218
1,684064704,1,1,684064704,1921995125,RDHO,40,1.1464850568946303
1,684064704,1,1,684064704,1921995125,RDHO,41,1.1459272613247267
1,684064704,1,1,684064704,1921995125,RDHO,42,1.1459272613247267
1,684064704,1,1,684064704,1921995125,RDHO,43,1.139108181312129
1,684064704,1,1,684064704,1921995125,RDHO,44,1.1387510310466986
1,684064704,1,1,684064704,1921995125,RDHO,45,1.1362851105676628
1,684064704,1,1,684064704,1921995125,RDHO,46,1.1362851105676628
1,684064704,1,1,684064704,1921995125,RDHO,47,1.1362851105676628
1,684064704,1,1,684064704,1921995125,RDHO,48,1.1362851105676628
1,684064704,1,1,684064704,1921995125,RDHO,49,1.1362851105676628
1,684064704,1,1,684064704,1921995125,RDHO,50,1.1362851105676628
1,684064704,1,1,684064704,1921995125,RDHO,51,1.1362851105676628
1,684064704,1,1,684064704,1921995125,RDHO,52,1.1362851105676628
1,684064704,1,1,684064704,1921995125,RDHO,53,1.1356609659718373
1,684064704,1,1,684064704,1921995125,RDHO,54,1.1352946110275042
1,684064704,1,1,684064704,1921995125,RDHO,55,1.1352946110275042
1,684064704,1,1,684064704,1921995125,RDHO,56,1.1352946110275042
1,684064704,1,1,684064704,1921995125,RDHO,57,1.1352946110275042
1,684064704,1,1,684064704,1921995125,RDHO,58,1.1352946110275042
1,684064704,1,1,684064704,1921995125,RDHO,59,1.134137915695193
1,684064704,1,1,684064704,1921995125,RDHO,60,1.134137915695193
1,684064704,1,1,684064704,1921995125,RDHO,61,1.1303747790903724
1,684064704,1,1,684064704,1921995125,RDHO,62,1.1303747790903724
1,684064704,1,1,684064704,1921995125,RDHO,63,1.1303747790903724
1,684064704,1,1,684064704,1921995125,RDHO,64,1.1303747790903724
1,684064704,1,1,684064704,1921995125,RDHO,65,1.1303747790903724
1,684064704,1,1,684064704,1921995125,RDHO,66,1.129653622324612
1,684064704,1,1,684064704,1921995125,RDHO,67,1.12941384452931
1,684064704,1,1,684064704,1921995125,RDHO,68,1.12941384452931
1,684064704,1,1,684064704,1921995125,RDHO,69,1.12941384452931
1,684064704,1,1,684064704,1921995125,RDHO,70,1.12941384452931
1,684064704,1,1,684064704,1921995125,RDHO,71,1.12941384452931
1,684064704,1,1,684064704,1921995125,RDHO,72,1.12941384452931
1,684064704,1,1,684064704,1921995125,RDHO,73,1.1287438111916694
1,684064704,1,1,684064704,1921995125,RDHO,74,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,75,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,76,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,77,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,78,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,79,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,80,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,81,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,82,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,83,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,84,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,85,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,86,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,87,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,88,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,89,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,90,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,91,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,92,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,93,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,94,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,95,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,96,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,97,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,98,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,99,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,100,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,101,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,102,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,103,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,104,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,105,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,106,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,107,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,108,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,109,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,110,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,111,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,112,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,113,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,114,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,115,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,116,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,117,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,118,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,119,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,120,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,121,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,122,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,123,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,124,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,125,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,126,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,127,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,128,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,129,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,130,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,131,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,132,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,133,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,134,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,135,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,136,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,137,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,138,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,139,1.128490783996091
1,684064704,1,1,684064704,1921995125,RDHO,140,1.09636215393266
1,684064704,1,1,684064704,2078157419,RIME,0,2.613891242661459
1,684064704,1,1,684064704,2078157419,RIME,1,2.538253050596613
1,684064704,1,1,684064704,2078157419,RIME,2,2.394320242520482
1,684064704,1,1,684064704,2078157419,RIME,3,2.223615821296405
1,684064704,1,1,684064704,2078157419,RIME,4,1.9544706069647562
1,684064704,1,1,684064704,2078157419,RIME,5,1.932406826923192
1,684064704,1,1,684064704,2078157419,RIME,6,1.9218098180941308
1,684064704,1,1,684064704,2078157419,RIME,7,1.9198938600055062
1,684064704,1,1,684064704,2078157419,RIME,8,1.898936816471955
1,684064704,1,1,684064704,2078157419,RIME,9,1.8916259087018663
1,684064704,1,1,684064704,2078157419,RIME,10,1.8909526094872273
1,684064704,1,1,684064704,2078157419,RIME,11,1.8851844812272915
1,684064704,1,1,684064704,2078157419,RIME,12,1.8797602858178957
1,684064704,1,1,684064704,2078157419,RIME,13,1.8519837603395357
1,684064704,1,1,684064704,2078157419,RIME,14,1.8425839943537439
1,684064704,1,1,684064704,2078157419,RIME,15,1.8324071526151087
1,684064704,1,1,684064704,2078157419,RIME,16,1.8279297330975683
1,684064704,1,1,684064704,2078157419,RIME,17,1.8270063053221037
1,684064704,1,1,684064704,2078157419,RIME,18,1.8263967403025716
1,684064704,1,1,684064704,2078157419,RIME,19,1.8261580806498636
1,684064704,1,1,684064704,2078157419,RIME,20,1.8261580806498636
1,684064704,1,1,684064704,2078157419,RIME,21,1.8059392636302274
1,684064704,1,1,684064704,2078157419,RIME,22,1.7970337591877228
1,684064704,1,1,684064704,2078157419,RIME,23,1.7965669066894319
1,684064704,1,1,684064704,2078157419,RIME,24,1.7965289942869491
1,684064704,1,1,684064704,2078157419,RIME,25,1.7961602832056358
1,684064704,1,1,684064704,2078157419,RIME,26,1.795988241295611
1,684064704,1,1,684064704,2078157419,RIME,27,1.795988241295611
1,684064704,1,1,684064704,2078157419,RIME,28,1.795988241295611
1,684064704,1,1,684064704,2078157419,RIME,29,1.7959519810484377
1,684064704,1,1,684064704,2078157419,RIME,30,1.7958377785283721
1,684064704,1,1,684064704,2078157419,RIME,31,1.7953566218166794
1,684064704,1,1,684064704,2078157419,RIME,32,1.7948369928889503
1,684064704,1,1,684064704,2078157419,RIME,33,1.7948369928889503
1,684064704,1,1,684064704,2078157419,RIME,34,1.7946764411457385
1,684064704,1,1,684064704,2078157419,RIME,35,1.7943592698763142
1,684064704,1,1,684064704,2078157419,RIME,36,1.7941904199172445
1,684064704,1,1,684064704,2078157419,RIME,37,1.793847724404447
1,684064704,1,1,684064704,2078157419,RIME,38,1.793847724404447
1,684064704,1,1,684064704,2078157419,RIME,39,1.793847724404447
1,684064704,1,1,684064704,2078157419,RIME,40,1.793756418492396
1,684064704,1,1,684064704,2078157419,RIME,41,1.7934712120304717
1,684064704,1,1,684064704,2078157419,RIME,42,1.7932138889219962
1,684064704,1,1,684064704,2078157419,RIME,43,1.7932138889219962
1,684064704,1,1,684064704,2078157419,RIME,44,1.7927704982035149
